Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A757446,Chef,9/2/2017 14:15,9/2/2017 14:15,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Black
A757444,Harmony,9/2/2017 14:15,9/2/2017 14:15,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,12 years,Domestic Shorthair Mix,Black
A757445,Midnight,9/2/2017 14:15,9/2/2017 14:15,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Black
A757443,Chocolate,9/2/2017 14:15,9/2/2017 14:15,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,15 years,Manx Mix,Black
A757447,Mr Big,9/2/2017 14:36,9/2/2017 14:36,3603 Southridge in Austin (TX),Stray,Normal,Dog,Intact Male,13 years,Chihuahua Shorthair Mix,Brown
A757269,Princess,9/2/2017 14:43,9/2/2017 14:43,Austin (TX),Public Assist,Normal,Dog,Intact Female,2 months,Pit Bull,Tan/White
A757448,Hamilton,9/2/2017 14:49,9/2/2017 14:49,517 South Pleasant Valley Road in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White
A757449,,9/2/2017 15:09,9/2/2017 15:09,Georgian Dr And Red Oak Circle in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Basenji Mix,Brown/White
A757450,,9/2/2017 15:27,9/2/2017 15:27,276 Angel Fire Road in Travis (TX),Stray,Injured,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Cream
A744853,,9/2/2017 15:35,9/2/2017 15:35,3300 Parker Lane in Austin (TX),Stray,Sick,Cat,Neutered Male,2 years,Domestic Shorthair Mix,White/Gray
A757451,Bodie,9/2/2017 15:56,9/2/2017 15:56,Saint Johns And Interstate 35 in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,White/Brown
A757453,*Daisy,9/2/2017 15:57,9/2/2017 15:57,6575 Decker Lane in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby/White
A757452,*Rose,9/2/2017 15:57,9/2/2017 15:57,6575 Decker Lane in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Tortie
A568525,Izzy,9/2/2017 16:21,9/2/2017 16:21,Outside Jurisdiction,Owner Surrender,Normal,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Black/White
A757108,Oso,9/2/2017 16:22,9/2/2017 16:22,8105 Research Boulevard in Austin (TX),Public Assist,Normal,Dog,Intact Male,5 years,Chihuahua Shorthair Mix,Tan
A757457,,9/2/2017 16:41,9/2/2017 16:41,6507 Hickman Avenue in Austin (TX),Stray,Normal,Cat,Unknown,2 years,Domestic Shorthair Mix,Gray
A757458,,9/2/2017 16:50,9/2/2017 16:50,7711 Burnet Road in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 months,Boxer Mix,Brown/White
A757188,Jet,9/2/2017 17:23,9/2/2017 17:23,Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Papillon/Shih Tzu,White/Black
A757589,,9/2/2017 18:19,9/2/2017 18:19,5208 Diwa Circle in Del Valle (TX),Stray,Normal,Cat,Intact Female,0 years,Domestic Shorthair Mix,Calico
A757460,*Lena,9/2/2017 18:19,9/2/2017 18:19,5208 Diwa Circle in Del Valle (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Medium Hair Mix,Brown Tabby
A757588,,9/2/2017 18:19,9/2/2017 18:19,5208 Diwa Circle in Del Valle (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair Mix,Brown Tabby/White
A757587,,9/2/2017 18:19,9/2/2017 18:19,5208 Diwa Circle in Del Valle (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair Mix,Brown Tabby
A757461,*Heidi Klum,9/2/2017 19:10,9/2/2017 19:10,4106 N Lamar Blvd in Austin (TX),Stray,Injured,Dog,Intact Female,2 years,German Shepherd Mix,Brown/Black
A757462,108,9/2/2017 19:25,9/2/2017 19:25,Outside Jurisdiction,Public Assist,Normal,Dog,Neutered Male,4 years,Labrador Retriever Mix,Black
A757463,109,9/2/2017 20:24,9/2/2017 20:24,Outside Jurisdiction,Public Assist,Normal,Dog,Spayed Female,4 years,Vizsla Mix,Brown
A757464,,9/2/2017 20:42,9/2/2017 20:42,8400 Jamestown Dr in Austin (TX),Stray,Injured,Cat,Intact Male,2 years,Domestic Shorthair Mix,Black/White
A757466,,9/3/2017 8:01,9/3/2017 8:01,251 Bastrop Hwy in Austin (TX),Wildlife,Injured,Other,Intact Male,4 years,Raccoon Mix,Black/Gray
A757467,,9/3/2017 9:59,9/3/2017 9:59,Decker And Loyola in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Miniature Pinscher/Chihuahua Shorthair,Black/Tan
A757468,,9/3/2017 10:15,9/3/2017 10:15,5000 S Congress in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Siberian Husky Mix,White/Gray
A757469,*Aries,9/3/2017 10:32,9/3/2017 10:32,6105 Saddler Ln in Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Blue
A757471,*Rafael,9/3/2017 10:32,9/3/2017 10:32,6105 Saddler Ln in Austin (TX),Owner Surrender,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby
A757473,,9/3/2017 10:32,9/3/2017 10:32,6105 Saddler Ln in Austin (TX),Owner Surrender,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby
A757470,*Athena,9/3/2017 10:32,9/3/2017 10:32,6105 Saddler Ln in Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black
A757475,,9/3/2017 10:32,9/3/2017 10:32,6105 Saddler Ln in Austin (TX),Owner Surrender,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Black
A757472,*Sloane,9/3/2017 10:32,9/3/2017 10:32,6105 Saddler Ln in Austin (TX),Owner Surrender,Normal,Cat,Intact Female,4 months,Domestic Shorthair Mix,Brown Tabby
A757477,*Mae,9/3/2017 10:48,9/3/2017 10:48,11505 Melstone in Manor (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Blue/White
A757474,Booger,9/3/2017 11:13,9/3/2017 11:13,9204 Independence Loop in Austin (TX),Public Assist,Normal,Dog,Neutered Male,10 years,Chihuahua Longhair Mix,White
A757476,Lily,9/3/2017 11:18,9/3/2017 11:18,Lakeway (TX),Owner Surrender,Normal,Cat,Intact Female,10 years,Domestic Shorthair Mix,Calico
A757478,*Pearl,9/3/2017 11:32,9/3/2017 11:32,6105 Saddler Ln in Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black
A757486,,9/3/2017 11:32,9/3/2017 11:32,6105 Saddler Ln in Austin (TX),Owner Surrender,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue
A757487,,9/3/2017 11:32,9/3/2017 11:32,6105 Saddler Ln in Austin (TX),Owner Surrender,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue/White
A757480,,9/3/2017 11:32,9/3/2017 11:32,6105 Saddler Ln in Austin (TX),Owner Surrender,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black
A757482,,9/3/2017 11:32,9/3/2017 11:32,6105 Saddler Ln in Austin (TX),Owner Surrender,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black/White
A757481,Princess,9/3/2017 11:42,9/3/2017 11:42,2006 Castro Street in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Tan
A757483,Ion,9/3/2017 11:43,9/3/2017 11:43,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,9 months,Domestic Shorthair Mix,Blue Tabby/White
A757485,,9/3/2017 11:43,9/3/2017 11:43,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Blue Tabby
A757484,Huggy,9/3/2017 11:43,9/3/2017 11:43,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,9 months,Domestic Shorthair Mix,Blue/White
A757479,Cowboy,9/3/2017 11:43,9/3/2017 11:43,6300 Bluff Springs in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Harrier Mix,Tan/White
A757496,*Beau,9/3/2017 12:04,9/3/2017 12:04,200 West Slaughter in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Siamese Mix,White/Seal Point
A757490,*Beautiful,9/3/2017 12:04,9/3/2017 12:04,200 West Slaughter in Austin (TX),Stray,Normal,Cat,Intact Female,8 months,Siamese Mix,Calico Point
A757493,*Bentley,9/3/2017 12:04,9/3/2017 12:04,200 West Slaughter in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,American Shorthair Mix,White/Orange Tabby
A757494,*Snoop,9/3/2017 12:04,9/3/2017 12:04,200 West Slaughter in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,American Shorthair Mix,White/Brown Tabby
A757492,Luce,9/3/2017 12:04,9/3/2017 12:04,200 West Slaughter in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,American Shorthair Mix,White/Black
A757489,203,9/3/2017 12:09,9/3/2017 12:09,Outside Jurisdiction,Public Assist,Normal,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle/White
A757491,,9/3/2017 12:10,9/3/2017 12:10,Cesar Chavez And Lamar in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Red
A757136,Doug,9/3/2017 12:18,9/3/2017 12:18,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/Brown
A757495,215,9/3/2017 12:25,9/3/2017 12:25,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Female,6 months,Labrador Retriever Mix,Black/White
A757499,,9/3/2017 12:34,9/3/2017 12:34,806 Sarhara in Austin (TX),Public Assist,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue
A757498,*Sergeant,9/3/2017 12:34,9/3/2017 12:34,Outside Jurisdiction,Stray,Normal,Dog,Intact Male,6 years,German Shepherd Mix,Black/Brown
A757500,,9/3/2017 12:39,9/3/2017 12:39,4106 N Lamar Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,5 months,Domestic Shorthair Mix,Black
A757501,*Simon,9/3/2017 12:39,9/3/2017 12:39,4106 N Lamar Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Medium Hair,Blue/White
A757497,*Salem,9/3/2017 12:39,9/3/2017 12:39,4106 N Lamar Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,5 months,Domestic Shorthair Mix,Black
A677911,Tiny,9/3/2017 12:48,9/3/2017 12:48,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4 years,Pit Bull Mix,Black/White
A702579,Starr,9/3/2017 12:48,9/3/2017 12:48,Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Pit Bull Mix,Tan/White
A757504,Brownie,9/3/2017 12:48,9/3/2017 12:48,E William Cannon Dr And Bluff Springs Rd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Dachshund Wirehair Mix,Brown
A745794,Blanca,9/3/2017 12:48,9/3/2017 12:48,E William Cannon Dr And Bluff Springs Rd in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Cream
A757503,Adam,9/3/2017 13:03,9/3/2017 13:03,1704 Nelms Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Standard Poodle Mix,White
A619877,Princessa,9/3/2017 13:11,9/3/2017 13:11,5800 Melody Lane in Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Brown/White
A757507,,9/3/2017 13:11,9/3/2017 13:11,5800 Melody Lane in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Border Collie Mix,Black/White
A757506,*Dahlia,9/3/2017 13:20,9/3/2017 13:20,Oltorf And Montopolis in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Labrador Retriever Mix,Buff
A757510,,9/3/2017 13:35,9/3/2017 13:35,9100 Southwick in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Greyhound Mix,Brown Brindle/White
A757511,51,9/3/2017 13:44,9/3/2017 13:44,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tan/White
A729463,Jasmine,9/3/2017 13:45,9/3/2017 13:45,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie
A749208,Beauty,9/3/2017 13:45,9/3/2017 13:45,18900 Falcon Pointe in Pflugerville (TX),Stray,Normal,Dog,Spayed Female,9 months,Welsh Springer Spaniel Mix,White/Tricolor
A757512,Creedan,9/3/2017 13:49,9/3/2017 13:49,26Th And San Gabriel in Austin (TX),Stray,Sick,Cat,Intact Male,3 months,Domestic Shorthair Mix,Orange Tabby
A757514,57,9/3/2017 13:54,9/3/2017 13:54,Outside Jurisdiction,Public Assist,Normal,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Black
A757513,*Molly,9/3/2017 13:54,9/3/2017 13:54,1400 St Croix Ln in Travis (TX),Stray,Injured,Dog,Intact Female,5 years,Pit Bull Mix,Brown Brindle/White
A748050,Lulu,9/3/2017 13:56,9/3/2017 13:56,124 West Anderson Lane in Austin (TX),Stray,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby/White
A757515,101,9/3/2017 13:59,9/3/2017 13:59,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Female,7 years,Basenji Mix,Red/White
A757518,*Cherish,9/3/2017 14:01,9/3/2017 14:01,1520 Saint Leger Street in Pflugerville (TX),Stray,Sick,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Black
A757519,62,9/3/2017 14:05,9/3/2017 14:05,Outside Jurisdiction,Public Assist,Normal,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Red/White
A757521,107,9/3/2017 14:12,9/3/2017 14:12,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Female,13 years,Pomeranian Mix,Tan
A755154,*Alamo,9/3/2017 14:19,9/3/2017 14:19,2500 East 22Nd in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Staffordshire Mix,White/Tan
A757522,,9/3/2017 14:19,9/3/2017 14:19,10804 Mcangus Rd in Del Valle (TX),Stray,Normal,Dog,Intact Male,2 months,Labrador Retriever Mix,Black/Brown Brindle
A757523,105,9/3/2017 14:20,9/3/2017 14:20,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Female,3 years,Chihuahua Longhair Mix,Tan/Gray
A757525,116,9/3/2017 14:27,9/3/2017 14:27,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Male,3 years,Chihuahua Longhair Mix,Tan/White
A757526,117,9/3/2017 14:34,9/3/2017 14:34,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Male,5 years,Chihuahua Shorthair Mix,Tan/White
A757527,,9/3/2017 14:36,9/3/2017 14:36,2611 Garrettson Dr in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,White/Blue
A757528,,9/3/2017 14:36,9/3/2017 14:36,2611 Garrettson Dr in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,White/Black
A757529,106,9/3/2017 15:12,9/3/2017 15:12,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Male,9 months,Miniature Schnauzer Mix,Black/Gray
A757530,,9/3/2017 15:20,9/3/2017 15:20,7501 Bella Vista Trl in Austin (TX),Wildlife,Sick,Other,Unknown,6 months,Skunk,Brown
A757532,Gustavo,9/3/2017 15:25,9/3/2017 15:25,16708 Bridgefarmer Boulevard in Pflugerville (TX),Stray,Normal,Cat,Neutered Male,5 years,Siamese Mix,Cream/Blue Point
A757531,,9/3/2017 15:27,9/3/2017 15:27,10700 Metric in Austin (TX),Stray,Injured,Cat,Intact Male,2 months,Domestic Shorthair Mix,White/Blue
A757533,,9/3/2017 16:10,9/3/2017 16:10,9825 Evening Shadows Dr in Del Valle (TX),Stray,Normal,Dog,Intact Male,1 year,Yorkshire Terrier Mix,Gray/Tan
A750212,*Calliope,9/3/2017 16:34,9/3/2017 16:34,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Pit Bull Mix,Fawn/White
A757534,Baron,9/3/2017 16:38,9/3/2017 16:38,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,11 months,Pit Bull Mix,Fawn/White
A757432,Eva,9/3/2017 16:45,9/3/2017 16:45,Austin (TX),Public Assist,Normal,Dog,Intact Female,3 months,Chihuahua Shorthair Mix,Black/Brown
A757536,Blackie,9/3/2017 16:45,9/3/2017 16:45,Austin (TX),Public Assist,Normal,Dog,Intact Male,3 months,Chihuahua Shorthair Mix,Black/Tan
A757537,*Milo,9/3/2017 16:54,9/3/2017 16:54,3102 Robinson Avenue in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Siamese Mix,Lynx Point
A757535,,9/3/2017 16:54,9/3/2017 16:54,3102 Robinson Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie
A757538,81,9/3/2017 17:30,9/3/2017 17:30,Outside Jurisdiction,Public Assist,Normal,Dog,Spayed Female,1 year,Pit Bull Mix,Gray/White
A757539,80,9/3/2017 17:36,9/3/2017 17:36,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Female,8 months,Pit Bull Mix,Tan/White
A726875,Rexx,9/3/2017 17:38,9/3/2017 17:38,Austin (TX),Public Assist,Normal,Dog,Neutered Male,2 years,Pit Bull Mix,Tan/White
A757540,87,9/3/2017 17:39,9/3/2017 17:39,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Female,1 year,Siberian Husky Mix,Tan
A757541,78,9/3/2017 17:41,9/3/2017 17:41,Outside Jurisdiction,Public Assist,Normal,Dog,Spayed Female,8 months,Labrador Retriever Mix,Tan
A757542,88,9/3/2017 17:44,9/3/2017 17:44,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Female,1 year,Labrador Retriever Mix,Yellow
A757543,79,9/3/2017 17:47,9/3/2017 17:47,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Gray/White
A757544,68,9/3/2017 17:49,9/3/2017 17:49,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Female,2 years,Australian Shepherd Mix,Gray/White
A757545,63,9/3/2017 18:00,9/3/2017 18:00,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Female,7 months,Catahoula Mix,Gray/Black
A757546,61,9/3/2017 18:05,9/3/2017 18:05,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Yellow
A757547,55,9/3/2017 18:10,9/3/2017 18:10,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Male,8 months,Jack Russell Terrier Mix,White/Brown
A757548,64,9/3/2017 18:13,9/3/2017 18:13,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Female,2 years,Collie Smooth Mix,Brown/White
A757550,Sprocket,9/3/2017 18:34,9/3/2017 18:34,Springtown Trail And Fulton Bluff Springs in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Norfolk Terrier Mix,Tan/White
A757551,Maggie,9/3/2017 18:34,9/3/2017 18:34,Springtown Trail And Fulton Bluff Springs in Austin (TX),Stray,Normal,Dog,Intact Female,6 years,Lhasa Apso Mix,Tan/Black
A757549,66,9/3/2017 18:38,9/3/2017 18:38,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Male,2 years,Australian Cattle Dog Mix,Black/Gray
A757554,67,9/3/2017 18:41,9/3/2017 18:41,Outside Jurisdiction,Public Assist,Normal,Dog,Neutered Male,3 years,Pit Bull Mix,Black/White
A757555,85,9/3/2017 22:45,9/3/2017 22:45,Outside Jurisdiction,Public Assist,Normal,Dog,Neutered Male,1 year,Pit Bull Mix,White
A757557,69,9/3/2017 22:50,9/3/2017 22:50,Outside Jurisdiction,Public Assist,Normal,Dog,Spayed Female,1 year,Black Mouth Cur Mix,Brown
A757558,70,9/3/2017 22:57,9/3/2017 22:57,Outside Jurisdiction,Public Assist,Normal,Dog,Neutered Male,2 years,English Coonhound Mix,Tan
A757559,71,9/3/2017 23:10,9/3/2017 23:10,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Male,8 months,Labrador Retriever Mix,Brown/White
A757560,72,9/3/2017 23:14,9/3/2017 23:14,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Blue
A757561,73,9/3/2017 23:21,9/3/2017 23:21,Outside Jurisdiction,Public Assist,Normal,Dog,Neutered Male,2 years,Pit Bull Mix,Brown/White
A757562,75,9/3/2017 23:25,9/3/2017 23:25,Outside Jurisdiction,Public Assist,Normal,Dog,Spayed Female,8 months,Collie Smooth Mix,Tan/White
A757563,74,9/3/2017 23:31,9/3/2017 23:31,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Female,8 months,Collie Smooth Mix,Tan
A757564,76,9/3/2017 23:38,9/3/2017 23:38,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Female,2 years,Labrador Retriever Mix,Black
A757565,77,9/3/2017 23:41,9/3/2017 23:41,Outside Jurisdiction,Public Assist,Normal,Dog,Spayed Female,1 year,Pit Bull Mix,White/Black
A757566,86,9/3/2017 23:48,9/3/2017 23:48,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Female,1 year,Rottweiler Mix,Black/Tan
A757567,148,9/3/2017 23:54,9/3/2017 23:54,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Male,4 years,Miniature Pinscher Mix,Black
A757568,102,9/4/2017 0:01,9/4/2017 0:01,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Female,2 years,Labrador Retriever Mix,White/Tan
A757573,,9/4/2017 10:04,9/4/2017 10:04,1628 Ohlen Rd in Austin (TX),Stray,Sick,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby
A757574,,9/4/2017 11:09,9/4/2017 11:09,Gregg Lane And Fuchs Grove in Manor (TX),Stray,Normal,Dog,Intact Male,3 months,Black Mouth Cur/Boxer,Brown/White
A757575,,9/4/2017 11:09,9/4/2017 11:09,Gregg Lane And Fuchs Grove in Manor (TX),Stray,Normal,Dog,Intact Male,3 months,Harrier Mix,White/Brown
A757577,Neno,9/4/2017 11:19,9/4/2017 11:19,Austin (TX),Public Assist,Normal,Dog,Intact Male,4 years,Pit Bull Mix,Brown/White
A757581,,9/4/2017 11:25,9/4/2017 11:25,4513 Blue Meadow Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Blue/White
A745803,Coach,9/4/2017 11:36,9/4/2017 11:36,10240 Crescendo Ln in Austin (TX),Stray,Normal,Dog,Intact Male,9 years,Pit Bull Mix,Tan/White
A753573,Jake,9/4/2017 11:41,9/4/2017 11:41,3204 Manchaca Rd in Austin (TX),Public Assist,Normal,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby/White
A757583,*Etta,9/4/2017 11:45,9/4/2017 11:45,Interstate 71 And Riverside Drive in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Torbie/Silver Tabby
A757584,Paloma,9/4/2017 11:59,9/4/2017 11:59,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,6 months,Labrador Retriever Mix,Tan/White
A757585,*Salsa,9/4/2017 12:01,9/4/2017 12:01,5701 Johnny Morris Road in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Harrier Mix,Brown/White
A757590,Pickle,9/4/2017 12:26,9/4/2017 12:26,Riverside Drive  And Lamar in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Brown
A757591,,9/4/2017 12:37,9/4/2017 12:37,4100 Red River St in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Fox,Gray
A757592,,9/4/2017 12:38,9/4/2017 12:38,13116 Winecup Mallow Trl in Travis (TX),Stray,Injured,Cat,Unknown,2 months,Domestic Shorthair Mix,Brown Tabby
A757598,Tucker,9/4/2017 12:41,9/4/2017 12:41,Miriam Ave And Martin Luther King Jr Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever/Beagle,Brown
A757595,Beauty,9/4/2017 12:44,9/4/2017 12:44,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,10 months,Chihuahua Shorthair Mix,Tan
A757597,Beast,9/4/2017 12:44,9/4/2017 12:44,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,9 months,Chihuahua Shorthair Mix,Black/Brown
A757594,Felix,9/4/2017 12:51,9/4/2017 12:51,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,1 year,American Shorthair Mix,Brown Tabby/White
A757599,Loki,9/4/2017 13:07,9/4/2017 13:07,Lakeway (TX),Owner Surrender,Injured,Cat,Intact Male,6 months,Domestic Shorthair Mix,Orange Tabby
A757600,*Venus,9/4/2017 13:25,9/4/2017 13:25,3102 Robinson Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Siamese Mix,Lynx Point
A757596,104,9/4/2017 13:41,9/4/2017 13:41,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Female,5 months,Labrador Retriever Mix,Black
A757620,Wingless,9/4/2017 13:51,9/4/2017 13:51,Austin (TX),Owner Surrender,Normal,Bird,Intact Male,5 months,Chicken Mix,Brown
